               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  39,              1.9892,              2.0577,              1.5666,             0.32714,             0.56969,              0.3996,               0.168,                   0,                   0,                   0,            0.009699,            0.009699,            0.009699
                  40,              1.9721,              2.0049,              1.5732,             0.36238,             0.51764,             0.40601,             0.23401,                   0,                   0,                   0,           0.0096911,           0.0096911,           0.0096911
                  41,              1.9733,              1.9979,              1.5676,             0.26172,             0.52947,             0.37225,             0.20362,                   0,                   0,                   0,           0.0096832,           0.0096832,           0.0096832
                  42,              1.9677,              2.0038,              1.5716,             0.36337,             0.48413,             0.42951,             0.23317,                   0,                   0,                   0,           0.0096753,           0.0096753,           0.0096753
                  43,              1.9501,              1.9996,              1.5532,             0.32889,             0.53715,             0.39179,             0.21467,                   0,                   0,                   0,           0.0096674,           0.0096674,           0.0096674
                  44,               1.974,              1.9787,              1.5705,             0.45658,             0.56403,              0.5008,             0.25009,                   0,                   0,                   0,           0.0096594,           0.0096594,           0.0096594
                  45,               1.982,              2.0203,              1.5904,             0.45488,             0.57006,             0.49251,             0.25659,                   0,                   0,                   0,           0.0096515,           0.0096515,           0.0096515
                  46,              1.9733,              1.9754,               1.566,             0.37395,             0.56173,              0.4493,             0.24896,                   0,                   0,                   0,           0.0096436,           0.0096436,           0.0096436
                  47,              1.9702,              2.0001,              1.5859,              0.5314,             0.56431,             0.53631,             0.31086,                   0,                   0,                   0,           0.0096357,           0.0096357,           0.0096357
                  48,              1.9667,               1.987,              1.5746,             0.39479,             0.59149,             0.46158,             0.22324,                   0,                   0,                   0,           0.0096278,           0.0096278,           0.0096278
                  49,              1.9564,              1.9663,              1.5615,             0.49796,             0.58495,             0.53259,             0.28174,                   0,                   0,                   0,           0.0096198,           0.0096198,           0.0096198
                  50,              1.9355,              1.9704,              1.5523,             0.44458,             0.55952,             0.50722,             0.28414,                   0,                   0,                   0,           0.0096119,           0.0096119,           0.0096119
