                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.99318,                 2.3357,                0.97103,                0.25401,                0.48958,                0.27909,                0.24031,                0.54779,                 1.5825,                0.79787,               0.067046,              0.0028228,              0.0028228
                      2,                0.83346,                 1.3964,                0.88897,                0.27473,                0.53236,                0.34316,                0.28975,                0.58566,                 1.3219,                0.79043,               0.033634,               0.005482,               0.005482
                      3,                0.77402,                 1.3444,                0.85762,                 0.3468,                0.60317,                0.41677,                0.35983,                0.53865,                 1.1625,                0.77252,              0.0073701,              0.0073701,              0.0073701
                      4,                0.68593,                 1.2343,                0.84123,                0.38765,                0.61287,                0.45688,                0.39397,                0.53851,                 1.1665,                0.78177,              0.0071102,              0.0071102,              0.0071102
                      5,                0.63792,                 1.1744,                0.82677,                0.38031,                0.58812,                0.45587,                0.28598,                 1.2346,                 1.2322,                 1.1308,              0.0068502,              0.0068502,              0.0068502
                      6,                0.62596,                 1.0661,                0.82279,                0.40887,                0.58024,                0.48269,                0.43215,                0.42761,                 1.0487,                0.75053,              0.0065903,              0.0065903,              0.0065903
                      7,                 0.5708,                 1.0293,                0.80624,                0.42156,                0.60617,                0.50261,                0.44836,                0.41431,                  1.023,                0.75517,              0.0063303,              0.0063303,              0.0063303
                      8,                 0.5616,                 1.0052,                0.80329,                0.44937,                0.59969,                0.52133,                0.46708,                0.43165,                 1.0262,                0.75311,              0.0060704,              0.0060704,              0.0060704
                      9,                 0.5325,                0.97668,                0.80034,                0.45641,                0.61969,                0.55055,                0.49816,                0.42344,                0.92533,                0.75164,              0.0058104,              0.0058104,              0.0058104
                     10,                0.50861,                0.93539,                0.78924,                 0.5099,                0.58493,                0.57559,                0.39769,                 1.0219,                0.97469,                  1.033,              0.0055505,              0.0055505,              0.0055505
                     11,                0.51258,                0.89954,                0.78835,                0.45832,                 0.6281,                0.53525,                0.32224,                 1.3409,                 1.0563,                 1.2121,              0.0052906,              0.0052906,              0.0052906
                     12,                0.47891,                0.89434,                0.77397,                0.49531,                0.63979,                0.58334,                0.53446,                0.40778,                0.85882,                0.75639,              0.0050306,              0.0050306,              0.0050306
                     13,                0.47493,                0.86137,                0.77992,                 0.4944,                0.63469,                0.58815,                 0.5507,                0.33509,                0.90926,                0.73261,              0.0047707,              0.0047707,              0.0047707
                     14,                0.45547,                0.84152,                0.77885,                0.48471,                 0.6417,                0.61456,                 0.5619,                 0.3818,                0.82314,                0.75203,              0.0045107,              0.0045107,              0.0045107
                     15,                0.43943,                0.79433,                0.77135,                0.47175,                0.65745,                0.60606,                0.56834,                0.33673,                0.84301,                0.73141,              0.0042508,              0.0042508,              0.0042508
                     16,                0.42894,                0.79864,                 0.7628,                0.60106,                0.58466,                0.62309,                0.57881,                0.34658,                0.84335,                0.73863,              0.0039908,              0.0039908,              0.0039908
                     17,                0.42306,                0.78054,                0.76511,                0.55102,                0.65445,                0.62609,                0.58753,                 0.3208,                0.82095,                0.73007,              0.0037309,              0.0037309,              0.0037309
                     18,                0.39948,                0.74201,                0.75374,                0.60476,                0.63827,                0.65529,                0.61953,                 0.3085,                 0.7885,                0.72753,               0.003471,               0.003471,               0.003471
                     19,                0.39244,                0.70594,                0.76151,                0.59081,                0.63773,                0.62009,                0.59043,                0.29824,                0.81378,                0.72341,               0.003211,               0.003211,               0.003211
                     20,                0.38676,                0.69791,                0.76171,                0.61804,                0.60406,                0.64916,                0.61447,                0.29742,                0.79572,                 0.7197,              0.0029511,              0.0029511,              0.0029511
                     21,                0.30956,                0.62599,                 0.7234,                0.62038,                0.59273,                0.65055,                  0.618,                0.30478,                0.81401,                0.72467,              0.0026911,              0.0026911,              0.0026911
                     22,                0.29566,                0.59458,                0.71722,                0.56043,                0.68308,                0.65313,                0.61894,                0.28887,                0.76823,                0.72102,              0.0024312,              0.0024312,              0.0024312
                     23,                0.28418,                0.54684,                0.71345,                0.61906,                0.66179,                0.68011,                0.64917,                0.27913,                 0.7394,                0.71894,              0.0021712,              0.0021712,              0.0021712
                     24,                0.27579,                0.52013,                0.70934,                0.64613,                0.65509,                0.69303,                0.65794,                0.28802,                 0.7341,                0.72218,              0.0019113,              0.0019113,              0.0019113
                     25,                0.27148,                0.48694,                0.70953,                0.62815,                0.67437,                0.70388,                0.67762,                0.25755,                0.73712,                0.71389,              0.0016513,              0.0016513,              0.0016513
                     26,                0.25873,                0.45466,                0.70201,                0.62349,                0.66933,                0.67891,                0.64638,                0.27456,                0.75282,                0.71983,              0.0013914,              0.0013914,              0.0013914
                     27,                0.25706,                 0.4364,                0.70631,                0.68457,                0.60314,                0.68328,                0.65503,                0.25712,                0.77552,                0.71479,              0.0011315,              0.0011315,              0.0011315
                     28,                0.24649,                0.39852,                0.70271,                0.72566,                0.62758,                0.70706,                0.67844,                0.25628,                 0.7363,                0.71916,             0.00087151,             0.00087151,             0.00087151
                     29,                0.24087,                0.38521,                0.70802,                0.62965,                0.73584,                0.71033,                0.68285,                0.25811,                0.74287,                0.71946,             0.00061157,             0.00061157,             0.00061157
                     30,                0.23194,                0.34712,                0.69866,                0.66031,                0.68759,                0.70777,                0.68122,                0.25835,                0.75481,                0.72352,             0.00035163,             0.00035163,             0.00035163
