               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 105,              0.8753,              1.4335,              1.1446,             0.52205,             0.56879,             0.54999,             0.50958,                   0,                   0,                   0,          0.00091763,          0.00091763,          0.00091763
                 106,             0.86226,               1.438,              1.1342,              0.5149,             0.57837,             0.57415,             0.52338,                   0,                   0,                   0,          0.00091684,          0.00091684,          0.00091684
                 107,             0.87818,              1.4454,              1.1427,             0.56524,             0.55484,             0.58605,              0.5354,                   0,                   0,                   0,          0.00091605,          0.00091605,          0.00091605
                 108,             0.86613,              1.4367,               1.139,             0.54697,             0.54914,             0.59519,             0.54586,                   0,                   0,                   0,          0.00091526,          0.00091526,          0.00091526
                 109,             0.87432,              1.4451,              1.1466,             0.54765,             0.60207,             0.59959,             0.55363,                   0,                   0,                   0,          0.00091446,          0.00091446,          0.00091446
                 110,             0.86702,              1.4278,              1.1449,             0.54772,             0.58539,             0.58643,             0.54472,                   0,                   0,                   0,          0.00091367,          0.00091367,          0.00091367
                 111,              0.8706,              1.4868,              1.1441,             0.57072,              0.5967,             0.60632,              0.5591,                   0,                   0,                   0,          0.00091288,          0.00091288,          0.00091288
                 112,             0.85355,              1.4582,              1.1412,             0.52059,             0.62972,              0.5788,             0.54021,                   0,                   0,                   0,          0.00091209,          0.00091209,          0.00091209
                 113,             0.85262,              1.4128,              1.1375,             0.54122,             0.61882,             0.59257,             0.54335,                   0,                   0,                   0,           0.0009113,           0.0009113,           0.0009113
                 114,             0.84991,               1.427,              1.1273,             0.55968,             0.61221,             0.61492,             0.56961,                   0,                   0,                   0,           0.0009105,           0.0009105,           0.0009105
                 115,             0.83224,              1.4234,              1.1264,             0.55993,             0.56995,             0.57677,             0.52729,                   0,                   0,                   0,          0.00090971,          0.00090971,          0.00090971
                 116,             0.86048,              1.4025,              1.1326,             0.55712,             0.59258,             0.59233,             0.54888,                   0,                   0,                   0,          0.00090892,          0.00090892,          0.00090892
                 117,             0.86466,              1.3925,              1.1292,             0.52316,             0.63295,              0.5936,             0.55177,                   0,                   0,                   0,          0.00090813,          0.00090813,          0.00090813
                 118,             0.86314,              1.4202,              1.1367,             0.49332,              0.6249,             0.58277,             0.52862,                   0,                   0,                   0,          0.00090734,          0.00090734,          0.00090734
                 119,             0.86693,              1.3893,              1.1337,             0.55922,             0.57764,             0.59108,             0.54351,                   0,                   0,                   0,          0.00090654,          0.00090654,          0.00090654
                 120,             0.82994,              1.3565,              1.1139,             0.56082,             0.61066,             0.60333,             0.55763,                   0,                   0,                   0,          0.00090575,          0.00090575,          0.00090575
                 121,             0.85115,              1.4019,              1.1459,             0.55363,             0.62243,              0.6129,             0.56732,                   0,                   0,                   0,          0.00090496,          0.00090496,          0.00090496
                 122,             0.83574,              1.4192,              1.1378,              0.5995,             0.58366,             0.61195,             0.56564,                   0,                   0,                   0,          0.00090417,          0.00090417,          0.00090417
                 123,             0.86903,              1.4039,              1.1336,             0.53082,             0.58345,             0.60575,             0.56079,                   0,                   0,                   0,          0.00090338,          0.00090338,          0.00090338
                 124,              0.8736,               1.402,              1.1256,             0.54609,             0.62211,             0.60073,             0.55739,                   0,                   0,                   0,          0.00090258,          0.00090258,          0.00090258
                 125,             0.84011,              1.3948,              1.1289,              0.5712,             0.57276,             0.61901,              0.5732,                   0,                   0,                   0,          0.00090179,          0.00090179,          0.00090179
                 126,             0.86097,              1.4429,              1.1394,             0.52868,             0.61083,             0.60384,             0.55841,                   0,                   0,                   0,            0.000901,            0.000901,            0.000901
                 127,             0.82765,              1.3665,              1.1187,             0.52033,             0.62413,             0.59585,             0.55245,                   0,                   0,                   0,          0.00090021,          0.00090021,          0.00090021
